time_s,radius_cm,Cmax,Ccenter,Csurface,Tcenter_C,Tsurface_C
0.0,2.0,2.55,2.55,2.55,28.0,28.0
60.0,1.995766666666667,2.5500000000000034,2.549999999999998,2.080537458714683,28.000000000002654,28.074842166682483
120.0,1.9915333333333334,2.5500000000000056,2.5500000000000007,1.923566082347613,28.00000033424615,28.223854673521338
180.0,1.9873000000000003,2.550000000000004,2.5499999999999994,1.81618430025882,28.000032620883154,28.394042888342796
240.0,1.9830666666666668,2.550000000000006,2.5500000000000025,1.7334234984604466,28.000405223353916,28.55846456057158
300.0,1.9788333333333334,2.5500000000000056,2.5500000000000003,1.66627095049004,28.00208818921613,28.78856308687456
360.0,1.9746,2.550000000000007,2.5500000000000007,1.6099315400874865,28.006672524736114,29.020530937008015
420.0,1.9703666666666668,2.5500000000000083,2.5500000000000016,1.5614161287773571,28.015913231867863,29.26033644541298
480.0,1.9661333333333333,2.5500000000000083,2.549999999999999,1.5188292235896448,28.031501826374665,29.479695692287926
540.0,1.9619000000000002,2.55000000000001,2.550000000000001,1.481121408549348,28.055069518312852,29.732563151179175
600.0,1.9576666666666667,2.5500000000000087,2.5500000000000007,1.4475042629901065,28.087991496823815,29.993644171919577
660.0,1.9534333333333334,2.550000000000007,2.5500000000000056,1.4173512234047634,28.131206289748327,30.2890007926118
720.0,1.9491999999999998,2.5500000000000083,2.5500000000000065,1.3900333247361603,28.185267189968556,30.568624094978567
780.0,1.9449666666666667,2.5500000000000087,2.550000000000007,1.3651017735548088,28.250582586159496,30.859535758639975
840.0,1.9407333333333332,2.5500000000000096,2.550000000000007,1.3422149428971435,28.327551963664966,31.133758427123954
900.0,1.9365,2.5500000000000114,2.550000000000008,1.3210263288211272,28.4165277248883,31.40362758472304
960.0,1.9322666666666668,2.5500000000000105,2.550000000000007,1.3015103989761898,28.51766771955036,31.703004275360417
1020.0,1.9280333333333333,2.5500000000000114,2.550000000000009,1.283383234683827,28.63087648086708,31.976802647147807
1080.0,1.9238000000000002,2.5500000000000127,2.550000000000008,1.266687919601882,28.7557954694125,32.300969835713694
1140.0,1.9195666666666666,2.5500000000000114,2.55000000000001,1.2512326943244696,28.891991254000835,32.609287408588315
1200.0,1.9153333333333336,2.550000000000013,2.5500000000000114,1.2367942917425658,29.039052171714093,32.919534605451496
1260.0,1.9111,2.550000000000013,2.5500000000000123,1.223173677729134,29.196662254559662,33.20486272365651
1320.0,1.9068666666666667,2.550000000000011,2.550000000000009,1.2104829717484968,29.364660206401695,33.53243542835946
1380.0,1.9026333333333332,2.5500000000000105,2.5500000000000105,1.1987024151518773,29.54282746118467,33.849672767942266
1440.0,1.8984,2.550000000000011,2.5500000000000074,1.187509534542491,29.730763067407327,34.15207813336938
1500.0,1.8941666666666666,2.5500000000000114,2.5500000000000096,1.1767724018944372,29.928037811708887,34.41875257214498
1560.0,1.8899333333333335,2.5500000000000105,2.550000000000008,1.166605339070675,30.134339353330027,34.71417985178762
1620.0,1.8857,2.5500000000000105,2.55000000000001,1.1569597473556552,30.349245155112506,34.98660496551575
1680.0,1.8814666666666666,2.55000000000001,2.5500000000000083,1.1477794624235624,30.57202650989728,35.271682799807515
1740.0,1.8772333333333335,2.5500000000000096,2.5500000000000065,1.1392639742202568,30.801819396315842,35.59478432250474
1800.0,1.873,2.5500000000000105,2.550000000000008,1.131296723142292,31.03782716908854,35.90983176944387
1860.0,1.8703666666666667,2.5500000000000105,2.5500000000000105,1.1236560531891489,31.279172355611514,36.22773115901087
1920.0,1.8677333333333335,2.550000000000011,2.550000000000008,1.1161851100465716,31.52533117979634,36.49238222877435
1980.0,1.8651,2.5500000000000087,2.5500000000000074,1.1089030933096042,31.776290684276347,36.76534743028886
2040.0,1.8624666666666667,2.55000000000001,2.550000000000009,1.1019651052371524,32.03202170554079,37.0514283087103
2100.0,1.8598333333333334,2.5500000000000105,2.5500000000000105,1.0952617247420888,32.29213430562878,37.31523965316286
2160.0,1.8572000000000002,2.550000000000007,2.5500000000000056,1.0887734778504465,32.55590636562971,37.577073668520974
2220.0,1.854566666666667,2.5500000000000056,2.5500000000000056,1.0826509928842034,32.82267194623729,37.866612934993825
2280.0,1.8519333333333332,2.5500000000000043,2.550000000000004,1.0767631420669712,33.09184382371623,38.13062285841047
2340.0,1.8493,2.5500000000000034,2.550000000000003,1.0711125856657457,33.3628611656686,38.42250342895823
2400.0,1.8466666666666667,2.550000000000001,2.5500000000000007,1.0657010106019869,33.635376547895696,38.68797396960799
2460.0,1.8440333333333332,2.549999999999994,2.549999999999994,1.0605250773772357,33.90920132587098,38.975242148082664
2520.0,1.8414,2.549999999999961,2.549999999999961,1.0555577154868172,34.18423604103982,39.2425043843958
2580.0,1.8387666666666667,2.5499999999998995,2.5499999999998995,1.0506201223289147,34.460412087063894,39.47328361769518
2640.0,1.8361333333333334,2.5499999999997387,2.5499999999997387,1.0458891820049816,34.73765025482618,39.74734029427929
2700.0,1.8335000000000001,2.549999999999368,2.549999999999368,1.0413797300363492,35.01579625127467,40.01080785107843
2760.0,1.8308666666666666,2.54999999999853,2.54999999999853,1.036888368924115,35.29441153589905,40.231538972126636
2820.0,1.8282333333333334,2.5499999999967065,2.5499999999967065,1.0324276170816753,35.57310589308502,40.449272210698766
2880.0,1.8256000000000001,2.549999999992866,2.549999999992866,1.0281645895590188,35.85168941351888,40.70249618813853
2940.0,1.8229666666666668,2.549999999985024,2.549999999985024,1.0239908395166493,36.129750360889595,40.90589525534798
3000.0,1.8203333333333336,2.549999999969489,2.549999999969489,1.0197955993379377,36.406674923156494,41.116337798659025
3060.0,1.8177000000000003,2.549999999939565,2.549999999939565,1.0157302205469976,36.68207073528767,41.31702229054967
3120.0,1.8150666666666668,2.54999999988346,2.54999999988346,1.0118883904361848,36.95559325935493,41.57905217510252
3180.0,1.8124333333333333,2.549999999780886,2.549999999780886,1.0082763155661283,37.22677902873304,41.81363205269667
3240.0,1.8097999999999999,2.5499999995977976,2.5499999995977976,1.0046955878222175,37.49530513795021,42.034919478358496
3300.0,1.8071666666666666,2.549999999278389,2.549999999278389,1.0011955718967618,37.76136060936448,42.255540791359486
3360.0,1.8045333333333333,2.5499999987330906,2.5499999987330906,0.997675068386502,38.02541185900093,42.44318166415848
3420.0,1.8019,2.5499999978211227,2.5499999978211227,0.9941809520140557,38.28768790369903,42.64068143956167
3480.0,1.7992666666666668,2.5499999963254933,2.5499999963254933,0.9906703943467514,38.54815188757253,42.8043418929581
3540.0,1.7966333333333333,2.5499999939179374,2.5499999939179374,0.9871535418477697,38.80647492516556,42.97203221720319
3600.0,1.794,2.549999990110652,2.549999990110652,0.9838143787960413,39.062172666766564,43.18941326722783
3660.0,1.7909666666666668,2.5499999841895105,2.5499999841895105,0.9806253758129402,39.31471397914277,43.376577396141
3720.0,1.7879333333333334,2.5499999751257323,2.5499999751257323,0.9774676750498633,39.56365532926864,43.56151651381578
3780.0,1.7849,2.549999961462643,2.549999961462643,0.9744341193993707,39.809052429181904,43.757480876520454
3840.0,1.7818666666666667,2.5499999411663925,2.5499999411663925,0.9714170642766031,40.051212489990654,43.93201682014386
3900.0,1.7788333333333333,2.5499999114368204,2.5499999114368204,0.9683824010066652,40.29032429032351,44.094512923830656
3960.0,1.7758,2.5499998684701257,2.5499998684701257,0.965390331130029,40.52655711393023,44.256947375953786
4020.0,1.7727666666666666,2.54999980716511,2.54999980716511,0.9623605104574794,40.75993434344517,44.39698038365688
4080.0,1.7697333333333336,2.5499997207648857,2.5499997207648857,0.9592615478947171,40.990245474589685,44.51870969618958
4140.0,1.7667000000000002,2.549999600425921,2.549999600425921,0.9562840093262429,41.21718177690671,44.6828422026959
4200.0,1.763666666666667,2.5499994347065327,2.5499994347065327,0.9533683291173964,41.440296000883656,44.82326483132664
4260.0,1.7606333333333335,2.549999208968943,2.549999208968943,0.9504703924705102,41.65907467716214,44.97528992263898
4320.0,1.7576,2.5499989046861518,2.5499989046861518,0.9477450545267693,41.87340020987322,45.15856531563474
4380.0,1.7545666666666668,2.5499984986440403,2.5499984986440403,0.9449657020229668,42.08343166810599,45.272950078117994
4440.0,1.7515333333333334,2.5499979620352162,2.5499979620352162,0.9420477015253703,42.289480552037034,45.37499429356697
4500.0,1.7485,2.549997259434914,2.549997259434914,0.939199724574157,42.492062695152114,45.50784537840509
4560.0,1.7454666666666667,2.549996347664619,2.549996347664619,0.9364415807850835,42.69116960432845,45.639471325466516
4620.0,1.7424333333333333,2.5499951745701575,2.5499951745701575,0.9337611022000637,42.88626030873187,45.794891651703956
4680.0,1.7394,2.5499936776992342,2.5499936776992342,0.9311592237693403,43.07707957129278,45.92804505426971
4740.0,1.7363666666666666,2.5499917828555607,2.5499917828555607,0.9285811677203794,43.26383534433815,46.070431919332975
4800.0,1.7333333333333332,2.5499894025329315,2.5499894025329315,0.9259891927956917,43.44704784575991,46.193643941024305
4860.0,1.7303,2.549986434245926,2.549986434245926,0.9233182322270536,43.62717814667314,46.28987564661945
4920.0,1.7272666666666665,2.5499827587914305,2.5499827587914305,0.9207234849869279,43.80450171243566,46.424347972873925
4980.0,1.7242333333333333,2.5499782384600023,2.5499782384600023,0.9180878417724312,43.97899404985711,46.49741526521123
5040.0,1.7212,2.549972715258742,2.549972715258742,0.9153107226634056,44.15032585458109,46.56526745690024
5100.0,1.7181666666666668,2.5499660091127967,2.5499660091127967,0.9125720383569645,44.318288034126866,46.65351673075672
5160.0,1.7151333333333334,2.5499579160910817,2.5499579160910817,0.9099973836568199,44.48236819246863,46.79685744879338
5220.0,1.7121000000000002,2.54994820684187,2.54994820684187,0.9074821120256737,44.64183749107995,46.899848054386716
5280.0,1.7090666666666667,2.549936625007315,2.549936625007315,0.9048352115127714,44.79658134385462,46.968267075993104
5340.0,1.7060333333333333,2.5499228853327267,2.5499228853327267,0.9022539646280198,44.94735826601115,47.07318139917838
5400.0,1.703,2.5499066717445555,2.5499066717445555,0.8996461865269986,45.094750327839925,47.14437793145942
5460.0,1.7004,2.5498876412381075,2.5498876412381075,0.897106565640607,45.2386397459919,47.26226501420924
5520.0,1.6978,2.549865420956901,2.549865420956901,0.894607265305212,45.378941560103385,47.34889839733324
5580.0,1.6952000000000003,2.549839601003552,2.549839601003552,0.8919975538059502,45.515700093754475,47.42329889083344
5640.0,1.6926,2.5498097371882453,2.5498097371882453,0.8893952573323759,45.649272126282135,47.49343116947345
5700.0,1.69,2.5497753499867652,2.5497753499867652,0.8868353776959047,45.77990237278442,47.59308351637804
5760.0,1.6874,2.549735924283379,2.549735924283379,0.8843070903005035,45.90744415715693,47.66138379325224
5820.0,1.6848,2.54969090945553,2.54969090945553,0.8816468198651474,46.031761596484635,47.70475656150577
5880.0,1.6822,2.5496397190564366,2.5496397190564366,0.8790106739817534,46.15303610519913,47.76097789580661
5940.0,1.6795999999999998,2.549581730736225,2.549581730736225,0.8765313649032777,46.271209707990764,47.89326889979699
6000.0,1.677,2.5495162876312985,2.5495162876312985,0.8742059363301081,46.38581430590556,47.99709602197108
6060.0,1.6744,2.5494426995610184,2.5494426995610184,0.8717888977730576,46.496858470094736,48.062959038432474
